DAPI, False
CD31, True
CD8, True
CD45, True
DAPI, False
CD20, True
Ki67, True
CD3e, True
DAPI, False
Actin, True
Podoplanin, True
CD68, True
DAPI, False
PanCK, True
CD21, True
CD4, True
DAPI, False
EMPTY, False
CD45RO, True
CD11c, True
DAPI, False
EMPTY, False
E-CAD, True
CD107a, True
DAPI, False
EMPTY, False
CD44, True
HistoneH3, True
